iter	Logloss
238	0.3974563599
239	0.396693464
240	0.3960889544
241	0.3957191249
242	0.3952576556
243	0.3948678153
244	0.3944118391
245	0.3938986642
246	0.3933768136
247	0.3930402919
248	0.3922495815
249	0.3918893869
250	0.3913868059
251	0.3905332729
252	0.3901201521
253	0.3897113909
254	0.3893105643
255	0.3890650722
256	0.3887336949
257	0.3884413365
258	0.3880131749
259	0.3876007952
260	0.3870181274
261	0.386559797
262	0.3860306222
263	0.3858339146
264	0.3850918579
265	0.3847145299
266	0.3843502808
267	0.3839792306
268	0.3834095546
269	0.3829625593
270	0.3826179286
271	0.3823373849
272	0.3818001011
273	0.3813690186
274	0.3810315377
275	0.3804400635
276	0.3799802072
277	0.3796542358
278	0.3792504011
279	0.3787198312
280	0.3783375331
281	0.3774909319
282	0.377111424
283	0.3768108259
284	0.3764617048
285	0.3759452602
286	0.3756009347
287	0.3751613944
288	0.3745244489
289	0.3741751535
290	0.3738172259
291	0.3732645089
292	0.372714059
293	0.3721105521
294	0.3718483189
295	0.3712256731
296	0.3707206072
297	0.3701331874
298	0.369750933
299	0.3693147496
300	0.3687166922
301	0.3683095878
302	0.3680507987
303	0.3675516619
304	0.367124721
305	0.3666638184
306	0.3662577602
307	0.3659097726
308	0.3654652187
309	0.3650229536
310	0.3646115766
311	0.3642190552
312	0.3634068952
313	0.3629486302
314	0.3626376561
315	0.3621226283
316	0.3617131042
317	0.361501443
318	0.3612909154
319	0.3607892282
320	0.3602724348
321	0.3601236834
322	0.3596263341
323	0.3592608861
324	0.3589491926
325	0.3586835371
326	0.3582520839
327	0.3578424072
328	0.3577028983
329	0.3571889823
330	0.3568419756
331	0.3564095633
332	0.3559195818
333	0.3554820033
334	0.3550633022
335	0.3544753156
336	0.3541391863
337	0.3537121582
338	0.3534251186
339	0.3528830392
340	0.3525762503
341	0.3521610587
342	0.3516781616
343	0.3513399615
344	0.3509332929
345	0.3506399972
346	0.3503368705
347	0.3499970354
348	0.3496025739
349	0.3491724941
350	0.348846174
351	0.3483296858
352	0.3479288374
353	0.3475276402
354	0.3470274571
355	0.3466179548
356	0.3462912641
357	0.3458428955
358	0.3454792568
359	0.3451168823
360	0.3446536691
361	0.3443199376
362	0.3439451381
363	0.3437138367
364	0.3434047808
365	0.3428647069
366	0.3423255266
367	0.341799905
368	0.3414337594
369	0.3411606053
370	0.3408395604
371	0.3407373483
372	0.3402803693
373	0.3400438581
374	0.3397305734
375	0.3395548793
376	0.3392253113
377	0.3387881906
378	0.3384894235
379	0.3382228742
380	0.3376642936
381	0.3373737008
382	0.3369401986
383	0.3365824018
384	0.3361860221
385	0.3357635716
386	0.3351950073
387	0.3348168945
388	0.3344313049
389	0.3340571158
390	0.3338014221
391	0.3335218811
392	0.3331009347
393	0.3326408168
394	0.3321144976
395	0.3315607561
396	0.3312641253
397	0.3310056414
398	0.3304815674
399	0.3302236503
400	0.3298011126
401	0.3293064008
402	0.3289686802
403	0.3286101423
404	0.3283135986
405	0.327885764
406	0.3275946481
407	0.3273280334
408	0.3269779314
409	0.3265377372
410	0.3262598528
411	0.3259565517
412	0.3255329677
413	0.325335737
414	0.3248967634
415	0.3244230216
416	0.324025225
417	0.3235777065
418	0.3232660566
419	0.3228911046
420	0.3225988334
421	0.3220189994
422	0.3216683742
423	0.3212062727
424	0.3208523124
425	0.3204445975
426	0.3201994542
427	0.3200148228
428	0.319727478
429	0.3193101719
430	0.3189644296
431	0.3186884853
432	0.3183004979
433	0.3177358573
434	0.3173677281
435	0.3170820182
436	0.3168064662
437	0.3164288766
438	0.3162544904
439	0.3160566057
440	0.3156542097
441	0.3152449254
442	0.3148392596
443	0.3144073704
444	0.3140632193
445	0.3138301086
446	0.3135482352
447	0.313314318
448	0.3129919434
449	0.3126900155
450	0.3123682731
451	0.3119427926
452	0.3116320147
453	0.3114162118
454	0.3110780334
455	0.3107195609
456	0.310262473
457	0.3099538095
458	0.3097210257
459	0.309543457
460	0.3092121887
461	0.3086865888
462	0.3084022522
463	0.3081594631
464	0.30790305
465	0.3073549761
466	0.3070137242
467	0.3066753278
468	0.3062842233
469	0.3060091509
470	0.3055613055
471	0.3052657645
472	0.304781189
473	0.3045064872
474	0.3040935407
475	0.3038641357
476	0.3035602461
477	0.3031602042
478	0.3028047398
479	0.3023299735
480	0.3020309012
481	0.3017467826
482	0.3014390128
483	0.3011674717
484	0.3010546439
485	0.3007363456
486	0.3005273655
487	0.3002011326
488	0.2998801967
489	0.2997342791
490	0.2995423453
491	0.2992242432
492	0.298941694
493	0.2985146223
494	0.2982863072
495	0.2980739485
496	0.2976851763
497	0.2974721854
498	0.2972383336
499	0.297034062
500	0.2967797634
501	0.2965148708
502	0.2961403547
503	0.2957608032
504	0.2954587228
505	0.2952838571
506	0.2949267796
507	0.2947045027
508	0.2944693865
509	0.2941448539
510	0.2938761248
511	0.293542742
512	0.2932412284
513	0.2929261562
514	0.2926092529
515	0.2922565569
516	0.2918193272
517	0.2915758405
518	0.2912611607
519	0.2909311785
520	0.2904629081
521	0.2899660601
522	0.2897126116
523	0.2893775504
524	0.2891136387
525	0.288840768
526	0.2885220773
527	0.2882603673
528	0.2878422764
529	0.2876487078
530	0.2872855486
531	0.2868082101
532	0.2865237863
533	0.2862957982
534	0.2860691398
535	0.2858808681
536	0.2857221549
537	0.2855334473
538	0.2851845006
539	0.2846646336
540	0.2844280788
541	0.284181039
542	0.2836569214
543	0.2833851842
544	0.2831337847
545	0.2829213606
546	0.2826910182
547	0.2825052752
548	0.281981005
549	0.2817427281
550	0.281347787
551	0.2812254551
552	0.28080113
553	0.2804835292
554	0.2802084351
555	0.2798946272
556	0.2795760454
557	0.2794140625
558	0.2791826957
559	0.278918675
560	0.2787178911
561	0.2783376639
562	0.2780167062
563	0.2776210676
564	0.2772088841
565	0.2768757847
566	0.2765122332
567	0.2762247358
568	0.2759075056
569	0.2757430812
570	0.2754900251
571	0.2752934919
572	0.2750038147
573	0.2747813198
574	0.2746062796
575	0.2741429574
576	0.2738823809
577	0.2735751125
578	0.2735196795
579	0.2733697074
580	0.2731417847
581	0.2729126195
582	0.2726395525
583	0.2723755973
584	0.2720643616
585	0.2718392508
586	0.2716119603
587	0.2714549037
588	0.271242763
589	0.2709212385
590	0.2708237348
591	0.2704918126
592	0.2702407401
593	0.269957319
594	0.2696883501
595	0.2694475228
596	0.2690834699
597	0.2687989589
598	0.2686860439
599	0.2684925188
600	0.2680624826
601	0.2677927072
602	0.2676703099
603	0.2674420166
604	0.2672035871
605	0.2669739205
606	0.2667332023
607	0.2665897914
608	0.2663699559
609	0.2661938695
610	0.2659353638
611	0.2657561384
612	0.2655193656
613	0.2652436393
614	0.2649501692
615	0.2646682521
616	0.2643869019
617	0.2639681135
618	0.2637780326
619	0.2635492815
620	0.2633433751
621	0.2631206185
622	0.2629481288
623	0.2627107457
624	0.2624912371
625	0.2622540501
626	0.2621865191
627	0.2618653652
628	0.2616927011
629	0.2614749146
630	0.2613516671
631	0.26112163
632	0.2609587097
633	0.260554657
634	0.260307094
635	0.2601261248
636	0.2598933629
637	0.2596136475
638	0.2592766026
639	0.2590685599
640	0.2586212158
641	0.2583282907
642	0.258132128
643	0.2578736659
644	0.2577282279
645	0.2574479021
646	0.2573050799
647	0.2570827811
648	0.2569155448
649	0.2567265102
650	0.2565057373
651	0.2563176182
652	0.2560006714
653	0.2557548741
654	0.2555860247
655	0.2553938511
656	0.2551202393
657	0.2548461478
658	0.2546092006
659	0.2543015834
660	0.2540119498
661	0.2538455418
662	0.2534922355
663	0.2532519095
664	0.2529842704
665	0.2526227897
666	0.2523795428
667	0.2521495274
668	0.2518252345
669	0.2516766793
670	0.2513699341
671	0.2511196681
672	0.2507075718
673	0.2505892508
674	0.2504016549
675	0.2501863752
676	0.2499868338
677	0.2497824969
678	0.2495291574
679	0.249331883
680	0.2490666417
681	0.2489204407
682	0.2486126273
683	0.248377642
684	0.2481213379
685	0.2478448922
686	0.2476397487
687	0.2473036412
688	0.2469565255
689	0.2467956325
690	0.2465439279
691	0.2463315909
692	0.2460369437
693	0.2457799857
694	0.2454356602
695	0.2450941685
696	0.2448855155
697	0.2446879796
698	0.24452131
699	0.2442574201
700	0.2440433829
701	0.243762861
702	0.2435859462
703	0.243288705
704	0.2431517029
705	0.2430064174
706	0.2428763689
707	0.2426589966
708	0.2424412755
709	0.2421077183
710	0.2419914028
711	0.2414646476
712	0.2412518311
713	0.241013031
714	0.2408507211
715	0.2406414577
716	0.2405184065
717	0.2402865165
718	0.2398244803
719	0.2396093968
720	0.2393546622
721	0.2391721017
722	0.2390022932
723	0.238780692
724	0.2385907418
725	0.2383025251
726	0.2380689348
727	0.237830767
728	0.2376300049
729	0.2373665074
730	0.2371646336
731	0.2369427054
732	0.2366650173
733	0.2365365383
734	0.2363349697
735	0.2362164307
736	0.2359390913
737	0.2357488142
738	0.2355082485
739	0.2354022653
740	0.2352315848
741	0.2350135585
742	0.234724993
743	0.2345105416
744	0.2342713056
745	0.2341203526
746	0.2338612802
747	0.2336148071
748	0.2334153966
749	0.2332527597
750	0.2330582537
751	0.2329213606
752	0.2326209368
753	0.2323326329
754	0.2320397949
755	0.2318129403
756	0.2315888759
757	0.2314068604
758	0.2311294338
759	0.2308727591
760	0.2305049787
761	0.2302978298
762	0.2300990077
763	0.2297494943
764	0.2295152501
765	0.2292388044
766	0.2289710999
767	0.2287533787
768	0.22854599
769	0.2282645961
770	0.2280702427
771	0.2278314645
772	0.2276244245
773	0.2273582458
774	0.2271767099
775	0.2269306728
776	0.2267601449
777	0.2266123308
778	0.2264072963
779	0.2262033081
780	0.2260647801
781	0.2258520508
782	0.2255190822
783	0.2253368269
784	0.2250306702
785	0.2248084804
786	0.2245778983
787	0.2243503026
788	0.2241996329
789	0.2239878191
790	0.2237366377
791	0.2235312326
792	0.2233556257
793	0.2230639212
794	0.2228672355
795	0.2226600211
796	0.2224180385
797	0.2221643066
798	0.221988569
799	0.2216976711
800	0.2215594046
801	0.2212835475
802	0.2211847796
803	0.2209731184
804	0.2207274301
805	0.2204408046
806	0.2201623099
807	0.2199998038
808	0.2198255702
809	0.2196205793
810	0.2194455392
811	0.2192598179
812	0.2190187291
813	0.2189163208
814	0.2186466762
815	0.2184755816
816	0.2182663836
817	0.2180984061
818	0.2178790719
819	0.2177232143
820	0.2174875532
821	0.2171984645
822	0.2169791303
823	0.2167725045
824	0.216589835
825	0.2164246259
826	0.2162405178
827	0.2160353306
828	0.2157655552
829	0.215601763
830	0.2154272025
831	0.2152465384
832	0.2150952584
833	0.214850769
834	0.2146946062
835	0.2144723729
836	0.2142650277
837	0.2140129743
838	0.2138381086
839	0.213522971
840	0.2133676583
841	0.2132123239
842	0.2129700361
843	0.2127388218
844	0.2126065063
845	0.2123981149
846	0.2122142247
847	0.2120553807
848	0.2118442426
849	0.2116661726
850	0.2114932251
851	0.2113202994
852	0.2110642787
853	0.2108785139
854	0.2107361712
855	0.2105495344
856	0.2103137643
857	0.2101273891
858	0.2098628453
859	0.2096879796
860	0.2095082746
861	0.2093563407
862	0.2091441999
863	0.2090174212
864	0.2087972151
865	0.2086399623
866	0.2083741542
867	0.208168008
868	0.2080574472
869	0.2077531651
870	0.2075612095
871	0.2073164586
872	0.2071261161
873	0.2069963946
874	0.2068582153
875	0.2067607117
876	0.2064803205
877	0.2062791661
878	0.2061407689
879	0.2058227975
880	0.2056155613
881	0.2053159441
882	0.2050908116
883	0.2046585519
884	0.2044924927
885	0.2043096052
886	0.2040866089
887	0.2038673619
888	0.2037164307
889	0.2034906006
890	0.2032880075
891	0.2031561933
892	0.2029890878
893	0.2027513777
894	0.2025452096
895	0.2023341588
896	0.2021280779
897	0.2020360892
898	0.2018400356
899	0.2016928755
900	0.2015600804
901	0.2013398307
902	0.2011762783
903	0.2010143171
904	0.2008167812
905	0.2006489781
906	0.200455889
907	0.2002341788
908	0.2000599016
909	0.1998965018
910	0.1995277623
911	0.1993618338
912	0.1992015076
913	0.1990514701
914	0.1989559065
915	0.1988173567
916	0.1986308507
917	0.1984704808
918	0.1983124433
919	0.19801954
920	0.1978450448
921	0.1977251979
922	0.1976089696
923	0.1974309431
924	0.197248339
925	0.1971332441
926	0.1969423131
927	0.1967099871
928	0.1964807347
929	0.1963204084
930	0.196104126
931	0.1959007481
932	0.1957539586
933	0.1956612505
934	0.1955837359
935	0.1954075623
936	0.1952636283
937	0.1950789315
938	0.1949151175
939	0.1947251674
940	0.1945142909
941	0.1943022374
942	0.1941489301
943	0.1939796884
944	0.1937688119
945	0.1935857718
946	0.1935226876
947	0.1933142962
948	0.1931317575
949	0.1929446411
950	0.1927888707
951	0.1926450675
952	0.1924669102
953	0.1922569493
954	0.1920478167
955	0.1917585754
956	0.191590271
957	0.1914440046
958	0.1912206159
959	0.1910794939
960	0.1908319964
961	0.1906552124
962	0.1904787336
963	0.190249176
964	0.1901173401
965	0.1899377877
966	0.1897454834
967	0.1895223563
968	0.1893289621
969	0.1891493007
970	0.1889683751
971	0.1887156895
972	0.1885869707
973	0.18839665
974	0.1882787214
975	0.1880729021
976	0.1879020473
977	0.1878015573
978	0.1876664952
979	0.1874996512
980	0.1873187038
981	0.1871465193
982	0.1868810381
983	0.1866671535
984	0.1864737156
985	0.1863104248
986	0.1861842782
987	0.1860384478
988	0.1858604213
989	0.1857427543
990	0.1855966187
991	0.1854381888
992	0.1852321952
993	0.1850644357
994	0.1849504089
995	0.1847612435
996	0.1845884923
997	0.1844211033
998	0.1842628697
999	0.1841800363
